codigo_ativo,empresa,serie,emissao,ipo,situacao,isin,registro_cvm_da_emissao,data_de_registro_cvm_da_emissao,registro_cvm_do_programa,data_de_registro_cvm_do_programa,data_de_emissao,data_de_vencimento,motivo_de_saida,data_de_saida_novo_vencimento,data_do_inicio_da_rentabilidade,data_do_inicio_da_distribuicao,data_da_proxima_repactuacao,ato_societario_1,data_do_ato_1,ato_societario_2,data_do_ato_2,forma,garantia_especie,classe,quantidade_emitida,artigo_14,artigo_24,quantidade_em_mercado,quantidade_em_tesouraria,quantidade_resgatada,quantidade_cancelada,quantidade_convertida_no_snd,quantidade_convertida_fora_do_snd,quantidade_permutada_no_snd,quantidade_permutada_fora_do_snd,unidade_monetaria,valor_nominal_na_emissao,valor_nominal_atual,data_ult_vna,indice,tipo,criterio_de_calculo,dia_de_referencia_para_indice_de_precos,criterio_para_indice,corrige_a_cada,percentual_multiplicador_rentabilidade,limite_da_tjlp,tipo_de_tratamento_do_limite_da_tjlp,juros_criterio_antigo_do_snd,premios_criterio_antigo_do_snd,amortizacao_taxa,amortizacao_cada,amortizacao_unidade,amortizacao_carencia,amortizacao_criterio,tipo_de_amortizacao,juros_criterio_novo_taxa,juros_criterio_novo_prazo,juros_criterio_novo_cada,juros_criterio_novo_unidade,juros_criterio_novo_carencia,juros_criterio_novo_criterio,juros_criterio_novo_tipo,premio_criterio_novo_taxa,premio_criterio_novo_prazo,premio_criterio_novo_cada,premio_criterio_novo_unidade,premio_criterio_novo_carencia,premio_criterio_novo_criterio,premio_criterio_novo_tipo,participacao_taxa,participacao_cada,participacao_unidade,participacao_carencia,participacao_descricao,banco_mandatario,agente_fiduciario,instituicao_depositaria,coordenador_lider,cnpj,deb_incent_lei_12_431,escritura_padronizada,resgate_antecipado,data_captura,conjunto,arquivo_origem,registro_hash
PTBL15,PBG S/A,001,005,-,Registrado,BRPTBLDBS075,AUT/DEB/PRI/2023/419,2023-12-21,,,2023-12-20,2028-12-20,,2028-12-20,2023-12-22,2023-12-21,-,AGE,2023-12-08,RCA,2023-12-08,Escritural,Real,Simples,115000,,,000000115000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,555.555495,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2024-12-20,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,3.65,252,0006,MES,2024-06-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO ITAU-BBA S/A,83475913000191,N,,S,2026-08-11,debêntures___características_de_emissões,,d9afb12871f78edc351cc88c
PTBL16,PBG S/A,UNI,006,-,Registrado,BRPTBLDBS083,AUT/DEB/PRI/2025/471,2025-06-26,,,2025-06-26,2030-06-26,,2030-06-26,2025-06-27,2025-06-26,-,AGE,2025-06-13,,,Escritural,Real,Simples,300000,,,000000300000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2027-06-26,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,4.65,252,0006,MES,2025-12-26,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,UBS BB CCTVM S/A,83475913000191,N,,S,2026-08-11,debêntures___características_de_emissões,,83fab22789c32b3c6c1051f0
PTBL22,PBG S/A,002,002,-,Excluído,BRPTBLDBS034,DISPENSA ICVM 476/09,2015-12-16,,,2015-11-26,2020-11-26,02/07/2018 - RESGATE TOTAL ANTECIPADO,2020-11-26,2015-12-17,2015-12-07,-,RCA,2015-11-17,,,Escritural,Real,Simples,1000,,,000000000000,000000000000,000000001000,,,000000000000,,000000000000,R$,100000,71428.6,2018-06-29,DI,,Padrão - SND,,-,,100,0,-,-,,14.2857,0006,MES,2017-11-26,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,3.15,252,0006,MES,2016-05-26,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ITAU CV S/A,BANCO BRADESCO BBI S/A,83475913000191,N,n,S,2026-08-11,debêntures___características_de_emissões,,070a5dd1c4beff334b9cd6c0
PTBL23,PBG S/A,002,003,-,Excluído,BRPTBLDBS034,DISPENSA ICVM 476/09,2018-06-25,,,2018-06-27,2023-06-27,,2023-06-27,2018-06-29,2018-06-29,-,AGE,2018-06-15,RCA,2018-05-28,Escritural,Real,Simples,150000,,,000000000000,000000000000,000000150000,,,000000000000,,000000000000,R$,1000,1000,2021-10-07,DI,,Padrão - SND,,-,,100,0,-,-,,33.3333,0006,MES,2022-06-27,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,2.75,252,0006,MES,2018-12-27,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DTVM LTDA,BANCO BRADESCO S/A,BANCO ITAU-BBA S/A,83475913000191,N,,S,2026-08-11,debêntures___características_de_emissões,,e0f14b42cf0e96f32333c672
PTBL25,PBG S/A,002,005,-,Registrado,BRPTBLDBS091,AUT/DEB/PRI/2023/419,2023-12-21,,,2023-12-20,2028-12-20,,2028-12-20,2023-12-22,2023-12-21,-,AGE,2023-12-08,RCA,2023-12-08,Escritural,Real,Simples,252000,,,000000252000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,444.4445,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,Percentual variável sobre o valor nominal atualizado em períodos não uniformes,3.65,252,0006,MES,2025-06-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO ITAU-BBA S/A,83475913000191,N,,S,2026-08-11,debêntures___características_de_emissões,,cd76890dbbadec01bf29ca51
PTCE11,PORTOCEM GERACAO DE ENERGIA SA,UNI,001,-,Registrado,BRPTCEDBS003,AUT/DEB/PRI/2024/722,2024-11-25,,,2024-11-15,2040-09-15,,2040-09-15,2024-11-28,2024-11-25,-,AGE,2024-11-14,,,Escritural,Quirografária,Simples,4500000,,,000004500000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1087.42754,2026-08-11,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2027-09-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,9.1518,252,0006,MES,2027-03-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BCO.NACIONAL DESENV.ECON.SOCIAL - BNDES,27241084000101,S,,N,2026-08-11,debêntures___características_de_emissões,,9038e94374cfec19be78b8d5
PTCP11,CIA. DE INVESTIMENTOS PARTICIPAR,001,001,-,Excluído,BRPTCPDBS017,SEP/GER/DEB - 96/023,1996-03-07,,,1996-02-01,,01/08/2002 - CANCELAMENTO,,1996-02-01,,-,AGE,1996-02-01,,1996-05-15,Nominativa,Subordinada,Simples,3200,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,50000,0,2002-08-01,SEM-ÍNDICE,,Não Padrão - SND,00,DU,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,Mês,,34% DO RESULTADO DO EXERCICIO DA EMISSORA.,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU UNIBANCO S/A,BANCO PATRIMÔNIO S/A,01028049000115,N,n,,2026-08-11,debêntures___características_de_emissões,,d9c9c19dad6121981089d775
PTCP21,CIA. DE INVESTIMENTOS PARTICIPAR,002,001,-,Excluído,BRPTCPDBS025,SEP/GER/DEB - 96/055,1996-05-31,,,1996-02-01,,01/08/2002 - CANCELAMENTO,,1996-02-01,,-,AGE,1996-02-01,,1996-05-15,Nominativa,Subordinada,Simples,1800,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,50000,0,2002-08-01,SEM-ÍNDICE,,Não Padrão - SND,00,DU,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,Mês,,34% DO RESULTADO DO EXERCICIO DA EMISSORA.,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU UNIBANCO S/A,BANCO PATRIMÔNIO S/A,01028049000115,N,n,,2026-08-11,debêntures___características_de_emissões,,71855876e72b07f4e2c8d672
PTEN11,PETRA ENERGIA S/A,UNI,001,-,Excluído,BRPTRADBS009,DISPENSA ICVM 476/09,2011-07-21,,,2011-07-01,2014-07-04,17/07/2014 - VENCIMENTO,2014-07-04,2011-07-22,,-,RCA,2011-06-14,AGE,2011-06-14,Escritural,Real,Simples,640,,,000000000000,000000000000,000000000000,000000000640,,000000000000,,000000000000,R$,500000,500000,2014-07-04,DI,Integrante de Juros,Não Padrão - SND,,-,,-,0,-,5.5% a.a 252 dias,,50,0012,MES,2013-07-04,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,BANCO BRADESCO S/A,BCO BTG PACTUAL S/A,07243291000198,N,n,S,2026-08-11,debêntures___características_de_emissões,,c43c14e44d0170db93544b70
PTEN12,PETRA ENERGIA S/A,UNI,002,-,Excluído,BRPTRADBS017,DISPENSA ICVM 476/09,2012-08-31,,,2012-08-22,2014-07-04,17/07/2014 - VENCIMENTO,2014-07-04,2012-08-22,,-,RCA,2012-08-22,AGE,2012-08-22,Escritural,Real,Simples,298,,,000000000000,000000000000,000000000000,000000000298,,000000000000,,000000000000,R$,499969.61,249984.805,2014-07-04,DI,Integrante de Juros,Não Padrão - SND,,DU,,100,0,-,2.45  UTI,,50,0012,MES,2013-07-04,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,BANCO BRADESCO S/A,BCO BTG PACTUAL S/A,07243291000198,N,n,S,2026-08-11,debêntures___características_de_emissões,,67397e1ab621ca75b3b5743b
PTES11,PEDRAS TRANSMISSORA DE ENERGIA S.A,UNI,001,-,Registrado,BRPTESDBS009,AUT/DEB/PRI/2025/422,2025-06-09,,,2025-06-10,2028-09-10,,2028-09-10,2025-06-10,2025-06-09,-,AGE,2025-05-27,,,Escritural,Quirografária,Simples,300000,,,000000300000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,0.5,252,0006,MES,2026-06-10,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,BANCO SANTANDER (BRASIL) S/A,10242524000142,N,,S,2026-08-11,debêntures___características_de_emissões,,71817328811c80f3de99ddf0
PTGD15,PETRA GOLD SERVICOS FINANCEIROS S A,UNI,005,-,Registrado,BRPTGDDBS006,DISPENSA ICVM 476/09,2020-11-20,,,2020-10-20,2025-10-20,,2025-10-20,2020-11-23,2020-11-23,-,AGE,2020-10-19,,,Escritural,Quirografária,Simples,300000,,,000000000000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2025-10-20,IPCA,,Padrão - SND,20,-,,-,0,-,-,,-,0012,MES,2021-11-20,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,9.5,252,0001,MES,2021-11-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO ARBI S/A,PLANNER CV S/A,,SEFER INVESTIMENTOS DTVM LTDA,25243894000171,N,,S,2026-08-11,debêntures___características_de_emissões,,40f4a964778d097ab55dd21e
PTGR11,COMPANHIA ENERGETICA POTIGUAR S.A.,UNI,001,-,Excluído,BRPTGRDBS006,DISPENSA ICVM 476/09,2017-01-19,,,2016-12-22,2019-09-22,,2019-09-22,2017-01-20,2017-01-20,-,AGE,2016-12-15,,,Escritural,Quirografária,Simples,5500,,,000000000000,000000000000,000000004000,,,000000000000,,000000000000,R$,10000,408.999276,2019-09-20,DI,,Padrão - SND,,-,,100,0,-,-,,-,0001,MES,2017-10-22,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,2.6,252,0001,MES,2017-01-22,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO BOCOM BBM S.A.,09439128000120,N,,S,2026-08-11,debêntures___características_de_emissões,,0cc9e19af79acff0fd22fbc7
PTGU15,ENAUTA ENERGIA S.A.,UNI,005,-,Registrado,BRENAUDBS000,SREAUTDEBPRI2023113,2023-05-30,,,2023-05-26,2028-05-26,,2028-05-26,2023-06-06,2023-06-05,-,AGE,2023-05-16,AGE,2023-05-18,Escritural,Quirografária,Simples,2461-80-00,,,000024618000,000000000000,000000000000,,,000000000000,,000000000000,R$,100,103.507596,2026-08-11,DOLAR,,Padrão - SND,,-,,-,0,-,-,,-,-,,-,-,-,10.0551,360,,,2023-08-25,-,Linear,,-,,,,-,-,0,,-,,,,TRUSTEE DTVM LTDA,PLANNER TRUSTEE DTVM LTDA,BANCO SANTANDER (BRASIL) S/A,11253257000171,N,,S,2026-08-11,debêntures___características_de_emissões,,cc62d7a5b497050c707c9bde
PTIP11,CIA BRASILEIRA DE PETROLEO IPIRANGA,UNI,001,Não,Excluído,BRPTIPDBS022,CVM/SRE/DEB-2006/010,2006-04-18,,,2006-04-01,2011-04-01,06/03/2008 - VENCIMENTO ANTECIPADO,2008-03-06,2006-04-01,2006-04-19,-,AGE,2006-02-22,RCA,2006-03-29,Escritural,Quirografária,Simples,35000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2008-03-07,DI,Integrante de Juros,Padrão - SND,00,DU,,103.8,0,-,-,,33.3333,0012,MES,2009-04-01,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,0,000,0006,MES,2006-10-01,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU UNIBANCO S/A,BANCO ITAUBANK S/A,33069766000181,N,n,,2026-08-11,debêntures___características_de_emissões,,f566029c9190c41ee26275f9
PTMA12,PATRIMAR ENGENHARIA S.A.,UNI,002,-,Excluído,BRPTMADBS000,DISPENSA ICVM 476/09,2021-05-31,,,2021-05-25,2025-05-23,,2025-05-23,2021-05-31,2021-05-31,-,RCA,2021-05-24,,,Escritural,Quirografária,Simples,50000,,,000000000000,000000000000,000000050000,,,000000000000,,000000000000,R$,1000,375.001625,2024-09-02,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,Percentual variável sobre o valor nominal atualizado em períodos não uniformes,2.39,252,,DIA,2021-08-24,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,,23236821000127,N,,S,2026-08-11,debêntures___características_de_emissões,,db7103008475361ef3750821
PTMA17,PATRIMAR ENGENHARIA S.A.,UNI,007,-,Registrado,BRPTMADBS018,AUT/DEB/PRI/2025/353,2025-05-09,,,2025-05-09,2030-05-09,,2030-05-09,2025-05-12,2025-05-09,-,RCA,2025-04-30,,,Escritural,Quirografária,Simples,75000,,,000000075000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.8,252,0003,MES,2025-08-09,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,CAIXA ECONOMICA FEDERAL,23236821000127,N,,S,2026-08-11,debêntures___características_de_emissões,,458554b9529fbbe2f8b3ef5c
PTMI11,DELTA 2 ENERGIA S/A,UNI,001,-,Registrado,BRPTMIDBS003,DISPENSA ICVM 476/09,2017-05-10,,,2017-03-15,2026-12-15,,2026-12-15,2017-05-11,2017-05-11,-,AGE,2017-03-07,,,Escritural,Real,Simples,42431,,,000000042431,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,79.359784,2026-08-11,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2017-12-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,7.3754,252,0006,MES,2017-06-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,TRUSTEE DTVM LTDA,ITAU CV S/A,BANCO ABC-BRASIL S/A,15190480000178,S,,S,2026-08-11,debêntures___características_de_emissões,,aced556ce336c84224d2b0e3
PTNL12,PANTANAL PLAZA SHOPPING S/A,001,002,Não,Registrado,BRPTNLDBS013,SEP/GER/DEB - 98/052,1998-08-04,,,1998-05-01,9999-01-01,,9999-01-01,1998-05-01,,-,AGE,1998-05-04,,,Nominativa,Subordinada,Simples,55286,,,000000000000,000000000000,000000000000,000000000000,,000000000000,,000000000000,R$,1000,3463.493,2026-08-11,IGP-M,Correção Monetária,Não Padrão - SND,,-,,-,0,-,,,-,-,,-,-,-,0,,,,,,,0,,,,,,,0,0000,Mês,,"PAGO MENSALMENTE, A PARTIR DO MES BASE CONF. RODI",SEM BANCO LIQUIDANTE/MANDATARIO,PLANNER CV S/A,SEM BANCO LIQUIDANTE/MANDATARIO,BR CAPITAL DTVM S/A,02305131000102,N,n,S,2026-08-11,debêntures___características_de_emissões,,287abb654459ae1c222714b7
PTNT11,PETTENATI SA INDUSTRIA TEXTIL,UNI,001,-,Registrado,BRPTNTDBS008,AUT/DEB/PRI/2024/448,2024-07-18,,,2024-07-10,2030-07-10,,2030-07-10,2024-07-19,2024-07-18,-,RCA,2024-07-11,,,Escritural,Quirografária,Simples,100000,,,000000100000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,666.667059,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2025-01-10,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,1.55,252,0006,MES,2025-01-10,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,ITAU UNIBANCO HOLDING S.A,88613658000110,N,,S,2026-08-11,debêntures___características_de_emissões,,7991e5cfaa732c50166c1064
PTPA11,EVORA S/A,UNI,001,-,Excluído,BRPTPADBS003,DISPENSA ICVM 476/09,2011-12-27,,,2011-12-27,2016-12-27,14/07/2016 - RESGATE TOTAL ANTECIPADO,2016-12-27,2011-12-27,,-,RCA,2011-12-13,,,Escritural,Real,Simples,210,,,000000000000,000000000000,000000000210,000000000000,,000000000000,,000000000000,R$,1856600,363889.021744,2016-07-13,DOLAR,Correção Monetária,Padrão - SND,,-,,-,0,-,-,,-,0006,MES,2012-12-27,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,9.25,360,0006,MES,2012-06-27,-,Linear,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,91820068000172,N,n,S,2026-08-11,debêntures___características_de_emissões,,3712f911210cafe140727a68
PTPN11,PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES,UNI,001,-,Excluído,BRPTNVDBS004,DISPENSA ICVM 476/09,2012-07-30,,,2012-07-11,2021-06-27,27/11/2017 - RESGATE TOTAL ANTECIPADO,2021-06-27,2012-07-11,,-,AGE,2012-07-05,,,Escritural,Real,Simples,2500,,,000000000000,000000000000,000000002500,000000000000,,000000000000,,000000000000,R$,100000,64600,2017-11-24,DI,Integrante de Juros,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2015-06-27,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,2.25,252,0006,MES,2013-01-11,Útil,Exponencial,0,000,,0 0,,-,-,0,0000,-,,,ITAU UNIBANCO S.A.,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ITAU CV S/A,BANCO SANTANDER (BRASIL) S/A,01335341000180,N,n,S,2026-08-11,debêntures___características_de_emissões,,28bcc0b7ef52c0e698740f9b
PTPN12,PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES,001,002,-,Excluído,BRPTNVDBS012,DISPENSA ICVM 476/09,2014-06-26,,,2014-06-27,2021-06-27,27/11/2017 - RESGATE TOTAL ANTECIPADO,2021-06-27,2014-06-27,2014-06-27,-,RCA,2014-06-09,AGE,2014-06-09,Escritural,Real,Simples,450,,,000000000000,000000000000,000000000450,,,000000000000,,000000000000,R$,100000,77000,2017-11-24,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2015-06-27,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,2.25,252,0006,MES,2014-12-27,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ITAU CV S/A,BANCO SANTANDER (BRASIL) S/A,01335341000180,N,n,S,2026-08-11,debêntures___características_de_emissões,,33e56b1751b60ac8fdefbee5
PTPN13,PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES,UNI,003,-,Excluído,BRPTNVDBS046,DISPENSA ICVM 476/09,2017-11-23,,,2017-10-16,2024-09-09,,2024-09-09,2017-11-24,2017-11-24,-,AGE,2017-09-21,RCA,2017-09-21,Escritural,Real,Simples,4300000,,,000000000000,000000000000,000001001900,000003298100,,000000000000,,000000000000,R$,100,58,2022-06-30,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,Percentual variável sobre o valor nominal de emissão em períodos não uniformes,3.9,252,0180,DIA,2018-04-16,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PLANNER TRUSTEE DTVM LTDA,ITAU CV S/A,,01335341000180,N,,S,2026-08-11,debêntures___características_de_emissões,,bf9b98ddd512a85f26b3314e
PTPN15,PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES,001,005,-,Registrado,BRPTNVDBS053,DISPENSA ICVM 476/09,2022-06-17,,,2022-05-30,2032-05-30,,2032-05-30,2022-06-20,2022-06-01,-,AGE,2022-05-30,RCA,2022-05-30,Escritural,Quirografária,Simples,1250000,,,000000000000,000000000000,000001250000,,,000000000000,,000000000000,R$,1000,812.560453,2026-07-03,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2022-11-30,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,4.1,252,0006,MES,2022-11-30,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU CV S/A,BANCO BRADESCO BBI S/A,01335341000180,N,,S,2026-08-11,debêntures___características_de_emissões,,d30ea8317dd2f058f9a30b5e
PTPN22,PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES,002,002,-,Excluído,BRPTNVDBS020,DISPENSA ICVM 476/09,2014-06-26,,,2014-06-27,2021-06-27,27/11/2017 - RESGATE TOTAL ANTECIPADO,2021-06-27,2014-06-27,2014-06-27,-,RCA,2014-06-09,AGE,2014-06-09,Escritural,Real,Simples,1275,,,000000000000,000000000000,000000001275,,,000000000000,,000000000000,R$,100000,84171.830453,2017-11-24,IPCA,,Padrão - SND,27,-,,-,0,-,-,,-,0012,MES,2015-06-27,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,8.4,252,0006,MES,2014-12-27,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ITAU CV S/A,BANCO SANTANDER (BRASIL) S/A,01335341000180,N,n,S,2026-08-11,debêntures___características_de_emissões,,1ead94cf69e2d2a1a254e400
PTPN25,PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES,002,005,-,Registrado,BRPTNVDBS061,DISPENSA ICVM 476/09,2022-06-17,,,2022-05-30,2029-05-30,,2029-05-30,2022-06-20,2022-06-01,-,AGE,2022-05-30,RCA,2022-05-30,Escritural,Quirografária,Simples,250000,,,000000000000,000000000000,000000250000,,,000000000000,,000000000000,R$,1000,732.506663,2026-07-03,DI,,Padrão - SND,,DU,,100,0,-,-,,-,0006,MES,2022-11-30,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,3.8,UTI,0006,MES,2022-11-30,-,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU CV S/A,BANCO BRADESCO BBI S/A,01335341000180,N,,S,2026-08-11,debêntures___características_de_emissões,,90428f1312afabc5d4a9f1ce
PTPN32,PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES,003,002,-,Excluído,BRPTNVDBS038,DISPENSA ICVM 476/09,2014-06-26,,,2014-06-27,2020-12-27,27/11/2017 - RESGATE TOTAL ANTECIPADO,2020-12-27,2014-06-27,2014-06-27,-,RCA,2014-06-09,AGE,2014-06-09,Escritural,Real,Simples,1275,,,000000000000,000000000000,000000001275,,,000000000000,,000000000000,R$,100000,106452.61631,2017-11-24,IPCA,,Padrão - SND,27,-,,-,0,-,-,,-,0012,MES,2015-12-27,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,8.4,252,0006,MES,2014-12-27,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ITAU CV S/A,BANCO SANTANDER (BRASIL) S/A,01335341000180,N,n,S,2026-08-11,debêntures___características_de_emissões,,8d4a2bad0e2a337a5b50cf23
PVII11,PIRAPORA VII ENERGIAS RENOVAVEIS SA,001,001,-,Excluído,BRPVIIDBS007,DISPENSA ICVM 476/09,2017-03-23,,,2017-02-24,2018-02-24,03/10/2017 - RESGATE TOTAL ANTECIPADO,2018-02-24,2017-03-28,2017-03-24,-,AGE,2017-02-24,,,Escritural,Quirografária,Simples,637,,,000000000000,000000000000,000000000637,,,000000000000,,000000000000,R$,100000,100000,2017-10-02,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.4,252,,,2018-02-24,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO CITIBANK S/A,PENTAGONO S/A DTVM,BANCO CITIBANK S/A,BANCO ITAU-BBA S/A,23852003000159,N,,S,2026-08-11,debêntures___características_de_emissões,,0d83a2632a2821ba2966f8f9
PVII21,PIRAPORA VII ENERGIAS RENOVAVEIS SA,002,001,-,Excluído,BRPVIIDBS015,DISPENSA ICVM 476/09,2017-03-23,,,2017-02-24,2018-02-24,03/10/2017 - RESGATE TOTAL ANTECIPADO,2018-02-24,2017-03-28,2017-03-24,-,AGE,2017-02-24,,,Escritural,Quirografária,Simples,206,,,000000000000,000000000000,000000000206,,,000000000000,,000000000000,R$,100000,100000,2017-10-02,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.2,252,,,2018-02-24,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO CITIBANK S/A,PENTAGONO S/A DTVM,BANCO CITIBANK S/A,BANCO ITAU-BBA S/A,23852003000159,N,,S,2026-08-11,debêntures___características_de_emissões,,a0a7b6254fdc51589dca4d23
